RMN,Ar,At,Br,Bt,Cr,Ct,Dr,Dt
R1A-M0-N03,R12-M0-N07,R1A-M0-N07,R0A-M0-N11,R1A-M0-N11,R1A-M0-N02,R18-M0-N02,R1A-M0-N01,R1A-M1-N01
R1A-M0-N04,R1A-M0-N00,R12-M0-N00,R0A-M0-N12,R1A-M0-N12,R1E-M0-N05,R1A-M0-N05,R1B-M0-N06,R1A-M0-N06
R1A-M0-N05,R1A-M0-N01,R12-M0-N01,R0A-M0-N13,R1A-M0-N13,R1A-M0-N04,R18-M0-N04,R1B-M0-N07,R1A-M0-N07
R1A-M0-N06,R1A-M0-N02,R12-M0-N02,R0A-M0-N14,R1A-M0-N14,R1E-M0-N07,R1A-M0-N07,R1A-M0-N04,R1A-M1-N04
R1A-M0-N07,R1A-M0-N03,R12-M0-N03,R0A-M0-N15,R1A-M0-N15,R1A-M0-N06,R18-M0-N06,R1A-M0-N05,R1A-M1-N05
R1A-M0-N08,R12-M0-N12,R1A-M0-N12,R1A-M0-N00,R2A-M0-N00,R1E-M0-N09,R1A-M0-N09,R1B-M0-N10,R1A-M0-N10
R1A-M0-N09,R12-M0-N13,R1A-M0-N13,R1A-M0-N01,R2A-M0-N01,R1A-M0-N08,R18-M0-N08,R1B-M0-N11,R1A-M0-N11
R1A-M0-N10,R12-M0-N14,R1A-M0-N14,R1A-M0-N02,R2A-M0-N02,R1E-M0-N11,R1A-M0-N11,R1A-M0-N08,R1A-M1-N08
R1A-M0-N11,R12-M0-N15,R1A-M0-N15,R1A-M0-N03,R2A-M0-N03,R1A-M0-N10,R18-M0-N10,R1A-M0-N09,R1A-M1-N09
R1A-M0-N12,R1A-M0-N08,R12-M0-N08,R1A-M0-N04,R2A-M0-N04,R1E-M0-N13,R1A-M0-N13,R1B-M0-N14,R1A-M0-N14
R1A-M0-N13,R1A-M0-N09,R12-M0-N09,R1A-M0-N05,R2A-M0-N05,R1A-M0-N12,R18-M0-N12,R1B-M0-N15,R1A-M0-N15
R1A-M0-N14,R1A-M0-N10,R12-M0-N10,R1A-M0-N06,R2A-M0-N06,R1E-M0-N15,R1A-M0-N15,R1A-M0-N12,R1A-M1-N12
R1A-M0-N15,R1A-M0-N11,R12-M0-N11,R1A-M0-N07,R2A-M0-N07,R1A-M0-N14,R18-M0-N14,R1A-M0-N13,R1A-M1-N13
R1A-M1-N00,R12-M1-N04,R1A-M1-N04,R0A-M1-N08,R1A-M1-N08,R1E-M1-N01,R1A-M1-N01,R1A-M0-N02,R1A-M1-N02
R1A-M1-N01,R12-M1-N05,R1A-M1-N05,R0A-M1-N09,R1A-M1-N09,R1A-M1-N00,R18-M1-N00,R1A-M0-N03,R1A-M1-N03
R1A-M1-N02,R12-M1-N06,R1A-M1-N06,R0A-M1-N10,R1A-M1-N10,R1E-M1-N03,R1A-M1-N03,R1A-M1-N00,R1B-M1-N00
R1A-M1-N03,R12-M1-N07,R1A-M1-N07,R0A-M1-N11,R1A-M1-N11,R1A-M1-N02,R18-M1-N02,R1A-M1-N01,R1B-M1-N01
R1A-M1-N04,R1A-M1-N00,R12-M1-N00,R0A-M1-N12,R1A-M1-N12,R1E-M1-N05,R1A-M1-N05,R1A-M0-N06,R1A-M1-N06
R1A-M1-N05,R1A-M1-N01,R12-M1-N01,R0A-M1-N13,R1A-M1-N13,R1A-M1-N04,R18-M1-N04,R1A-M0-N07,R1A-M1-N07
R1A-M1-N06,R1A-M1-N02,R12-M1-N02,R0A-M1-N14,R1A-M1-N14,R1E-M1-N07,R1A-M1-N07,R1A-M1-N04,R1B-M1-N04
R1A-M1-N07,R1A-M1-N03,R12-M1-N03,R0A-M1-N15,R1A-M1-N15,R1A-M1-N06,R18-M1-N06,R1A-M1-N05,R1B-M1-N05
R1A-M1-N08,R12-M1-N12,R1A-M1-N12,R1A-M1-N00,R2A-M1-N00,R1E-M1-N09,R1A-M1-N09,R1A-M0-N10,R1A-M1-N10
R1A-M1-N09,R12-M1-N13,R1A-M1-N13,R1A-M1-N01,R2A-M1-N01,R1A-M1-N08,R18-M1-N08,R1A-M0-N11,R1A-M1-N11
R1A-M1-N10,R12-M1-N14,R1A-M1-N14,R1A-M1-N02,R2A-M1-N02,R1E-M1-N11,R1A-M1-N11,R1A-M1-N08,R1B-M1-N08
R1A-M1-N11,R12-M1-N15,R1A-M1-N15,R1A-M1-N03,R2A-M1-N03,R1A-M1-N10,R18-M1-N10,R1A-M1-N09,R1B-M1-N09
R1A-M1-N12,R1A-M1-N08,R12-M1-N08,R1A-M1-N04,R2A-M1-N04,R1E-M1-N13,R1A-M1-N13,R1A-M0-N14,R1A-M1-N14
R1A-M1-N13,R1A-M1-N09,R12-M1-N09,R1A-M1-N05,R2A-M1-N05,R1A-M1-N12,R18-M1-N12,R1A-M0-N15,R1A-M1-N15
R1A-M1-N14,R1A-M1-N10,R12-M1-N10,R1A-M1-N06,R2A-M1-N06,R1E-M1-N15,R1A-M1-N15,R1A-M1-N12,R1B-M1-N12
R1A-M1-N15,R1A-M1-N11,R12-M1-N11,R1A-M1-N07,R2A-M1-N07,R1A-M1-N14,R18-M1-N14,R1A-M1-N13,R1B-M1-N13
R1B-M0-N00,R13-M0-N04,R1B-M0-N04,R0B-M0-N08,R1B-M0-N08,R1F-M0-N01,R1B-M0-N01,R1B-M1-N02,R1B-M0-N02
R1B-M0-N01,R13-M0-N05,R1B-M0-N05,R0B-M0-N09,R1B-M0-N09,R1B-M0-N00,R19-M0-N00,R1B-M1-N03,R1B-M0-N03
R1B-M0-N02,R13-M0-N06,R1B-M0-N06,R0B-M0-N10,R1B-M0-N10,R1F-M0-N03,R1B-M0-N03,R1B-M0-N00,R1A-M0-N00
R1B-M0-N03,R13-M0-N07,R1B-M0-N07,R0B-M0-N11,R1B-M0-N11,R1B-M0-N02,R19-M0-N02,R1B-M0-N01,R1A-M0-N01
R1B-M0-N04,R1B-M0-N00,R13-M0-N00,R0B-M0-N12,R1B-M0-N12,R1F-M0-N05,R1B-M0-N05,R1B-M1-N06,R1B-M0-N06
R1B-M0-N05,R1B-M0-N01,R13-M0-N01,R0B-M0-N13,R1B-M0-N13,R1B-M0-N04,R19-M0-N04,R1B-M1-N07,R1B-M0-N07
R1B-M0-N06,R1B-M0-N02,R13-M0-N02,R0B-M0-N14,R1B-M0-N14,R1F-M0-N07,R1B-M0-N07,R1B-M0-N04,R1A-M0-N04
R1B-M0-N07,R1B-M0-N03,R13-M0-N03,R0B-M0-N15,R1B-M0-N15,R1B-M0-N06,R19-M0-N06,R1B-M0-N05,R1A-M0-N05
R1B-M0-N08,R13-M0-N12,R1B-M0-N12,R1B-M0-N00,R2B-M0-N00,R1F-M0-N09,R1B-M0-N09,R1B-M1-N10,R1B-M0-N10
R1B-M0-N09,R13-M0-N13,R1B-M0-N13,R1B-M0-N01,R2B-M0-N01,R1B-M0-N08,R19-M0-N08,R1B-M1-N11,R1B-M0-N11
R1B-M0-N10,R13-M0-N14,R1B-M0-N14,R1B-M0-N02,R2B-M0-N02,R1F-M0-N11,R1B-M0-N11,R1B-M0-N08,R1A-M0-N08
R1B-M0-N11,R13-M0-N15,R1B-M0-N15,R1B-M0-N03,R2B-M0-N03,R1B-M0-N10,R19-M0-N10,R1B-M0-N09,R1A-M0-N09
R1B-M0-N12,R1B-M0-N08,R13-M0-N08,R1B-M0-N04,R2B-M0-N04,R1F-M0-N13,R1B-M0-N13,R1B-M1-N14,R1B-M0-N14
R1B-M0-N13,R1B-M0-N09,R13-M0-N09,R1B-M0-N05,R2B-M0-N05,R1B-M0-N12,R19-M0-N12,R1B-M1-N15,R1B-M0-N15
R1B-M0-N14,R1B-M0-N10,R13-M0-N10,R1B-M0-N06,R2B-M0-N06,R1F-M0-N15,R1B-M0-N15,R1B-M0-N12,R1A-M0-N12
R1B-M0-N15,R1B-M0-N11,R13-M0-N11,R1B-M0-N07,R2B-M0-N07,R1B-M0-N14,R19-M0-N14,R1B-M0-N13,R1A-M0-N13
R1B-M1-N00,R13-M1-N04,R1B-M1-N04,R0B-M1-N08,R1B-M1-N08,R1F-M1-N01,R1B-M1-N01,R1A-M1-N02,R1B-M1-N02
R1B-M1-N01,R13-M1-N05,R1B-M1-N05,R0B-M1-N09,R1B-M1-N09,R1B-M1-N00,R19-M1-N00,R1A-M1-N03,R1B-M1-N03
R1B-M1-N02,R13-M1-N06,R1B-M1-N06,R0B-M1-N10,R1B-M1-N10,R1F-M1-N03,R1B-M1-N03,R1B-M1-N00,R1B-M0-N00
R1B-M1-N03,R13-M1-N07,R1B-M1-N07,R0B-M1-N11,R1B-M1-N11,R1B-M1-N02,R19-M1-N02,R1B-M1-N01,R1B-M0-N01
R1B-M1-N04,R1B-M1-N00,R13-M1-N00,R0B-M1-N12,R1B-M1-N12,R1F-M1-N05,R1B-M1-N05,R1A-M1-N06,R1B-M1-N06
R1B-M1-N05,R1B-M1-N01,R13-M1-N01,R0B-M1-N13,R1B-M1-N13,R1B-M1-N04,R19-M1-N04,R1A-M1-N07,R1B-M1-N07
R1B-M1-N06,R1B-M1-N02,R13-M1-N02,R0B-M1-N14,R1B-M1-N14,R1F-M1-N07,R1B-M1-N07,R1B-M1-N04,R1B-M0-N04
R1B-M1-N07,R1B-M1-N03,R13-M1-N03,R0B-M1-N15,R1B-M1-N15,R1B-M1-N06,R19-M1-N06,R1B-M1-N05,R1B-M0-N05
R1B-M1-N08,R13-M1-N12,R1B-M1-N12,R1B-M1-N00,R2B-M1-N00,R1F-M1-N09,R1B-M1-N09,R1A-M1-N10,R1B-M1-N10
R1B-M1-N09,R13-M1-N13,R1B-M1-N13,R1B-M1-N01,R2B-M1-N01,R1B-M1-N08,R19-M1-N08,R1A-M1-N11,R1B-M1-N11
R1B-M1-N10,R13-M1-N14,R1B-M1-N14,R1B-M1-N02,R2B-M1-N02,R1F-M1-N11,R1B-M1-N11,R1B-M1-N08,R1B-M0-N08
R1B-M1-N11,R13-M1-N15,R1B-M1-N15,R1B-M1-N03,R2B-M1-N03,R1B-M1-N10,R19-M1-N10,R1B-M1-N09,R1B-M0-N09
R1B-M1-N12,R1B-M1-N08,R13-M1-N08,R1B-M1-N04,R2B-M1-N04,R1F-M1-N13,R1B-M1-N13,R1A-M1-N14,R1B-M1-N14
R1B-M1-N13,R1B-M1-N09,R13-M1-N09,R1B-M1-N05,R2B-M1-N05,R1B-M1-N12,R19-M1-N12,R1A-M1-N15,R1B-M1-N15
R1B-M1-N14,R1B-M1-N10,R13-M1-N10,R1B-M1-N06,R2B-M1-N06,R1F-M1-N15,R1B-M1-N15,R1B-M1-N12,R1B-M0-N12
R1B-M1-N15,R1B-M1-N11,R13-M1-N11,R1B-M1-N07,R2B-M1-N07,R1B-M1-N14,R19-M1-N14,R1B-M1-N13,R1B-M0-N13
R1C-M0-N00,R14-M0-N04,R1C-M0-N04,R0C-M0-N08,R1C-M0-N08,R18-M0-N01,R1C-M0-N01,R1D-M0-N02,R1C-M0-N02
R1C-M0-N01,R14-M0-N05,R1C-M0-N05,R0C-M0-N09,R1C-M0-N09,R1C-M0-N00,R1E-M0-N00,R1D-M0-N03,R1C-M0-N03
R1C-M0-N02,R14-M0-N06,R1C-M0-N06,R0C-M0-N10,R1C-M0-N10,R18-M0-N03,R1C-M0-N03,R1C-M0-N00,R1C-M1-N00
R1C-M0-N03,R14-M0-N07,R1C-M0-N07,R0C-M0-N11,R1C-M0-N11,R1C-M0-N02,R1E-M0-N02,R1C-M0-N01,R1C-M1-N01
R1C-M0-N04,R1C-M0-N00,R14-M0-N00,R0C-M0-N12,R1C-M0-N12,R18-M0-N05,R1C-M0-N05,R1D-M0-N06,R1C-M0-N06
R1C-M0-N05,R1C-M0-N01,R14-M0-N01,R0C-M0-N13,R1C-M0-N13,R1C-M0-N04,R1E-M0-N04,R1D-M0-N07,R1C-M0-N07
R1C-M0-N06,R1C-M0-N02,R14-M0-N02,R0C-M0-N14,R1C-M0-N14,R18-M0-N07,R1C-M0-N07,R1C-M0-N04,R1C-M1-N04
R1C-M0-N07,R1C-M0-N03,R14-M0-N03,R0C-M0-N15,R1C-M0-N15,R1C-M0-N06,R1E-M0-N06,R1C-M0-N05,R1C-M1-N05
R1C-M0-N08,R14-M0-N12,R1C-M0-N12,R1C-M0-N00,R2C-M0-N00,R18-M0-N09,R1C-M0-N09,R1D-M0-N10,R1C-M0-N10
R1C-M0-N09,R14-M0-N13,R1C-M0-N13,R1C-M0-N01,R2C-M0-N01,R1C-M0-N08,R1E-M0-N08,R1D-M0-N11,R1C-M0-N11
R1C-M0-N10,R14-M0-N14,R1C-M0-N14,R1C-M0-N02,R2C-M0-N02,R18-M0-N11,R1C-M0-N11,R1C-M0-N08,R1C-M1-N08
R1C-M0-N11,R14-M0-N15,R1C-M0-N15,R1C-M0-N03,R2C-M0-N03,R1C-M0-N10,R1E-M0-N10,R1C-M0-N09,R1C-M1-N09
R1C-M0-N12,R1C-M0-N08,R14-M0-N08,R1C-M0-N04,R2C-M0-N04,R18-M0-N13,R1C-M0-N13,R1D-M0-N14,R1C-M0-N14
R1C-M0-N13,R1C-M0-N09,R14-M0-N09,R1C-M0-N05,R2C-M0-N05,R1C-M0-N12,R1E-M0-N12,R1D-M0-N15,R1C-M0-N15
R1C-M0-N14,R1C-M0-N10,R14-M0-N10,R1C-M0-N06,R2C-M0-N06,R18-M0-N15,R1C-M0-N15,R1C-M0-N12,R1C-M1-N12
R1C-M0-N15,R1C-M0-N11,R14-M0-N11,R1C-M0-N07,R2C-M0-N07,R1C-M0-N14,R1E-M0-N14,R1C-M0-N13,R1C-M1-N13
R1C-M1-N00,R14-M1-N04,R1C-M1-N04,R0C-M1-N08,R1C-M1-N08,R18-M1-N01,R1C-M1-N01,R1C-M0-N02,R1C-M1-N02
R1C-M1-N01,R14-M1-N05,R1C-M1-N05,R0C-M1-N09,R1C-M1-N09,R1C-M1-N00,R1E-M1-N00,R1C-M0-N03,R1C-M1-N03
R1C-M1-N02,R14-M1-N06,R1C-M1-N06,R0C-M1-N10,R1C-M1-N10,R18-M1-N03,R1C-M1-N03,R1C-M1-N00,R1D-M1-N00
R1C-M1-N03,R14-M1-N07,R1C-M1-N07,R0C-M1-N11,R1C-M1-N11,R1C-M1-N02,R1E-M1-N02,R1C-M1-N01,R1D-M1-N01
R1C-M1-N04,R1C-M1-N00,R14-M1-N00,R0C-M1-N12,R1C-M1-N12,R18-M1-N05,R1C-M1-N05,R1C-M0-N06,R1C-M1-N06
R1C-M1-N05,R1C-M1-N01,R14-M1-N01,R0C-M1-N13,R1C-M1-N13,R1C-M1-N04,R1E-M1-N04,R1C-M0-N07,R1C-M1-N07
R1C-M1-N06,R1C-M1-N02,R14-M1-N02,R0C-M1-N14,R1C-M1-N14,R18-M1-N07,R1C-M1-N07,R1C-M1-N04,R1D-M1-N04
R1C-M1-N07,R1C-M1-N03,R14-M1-N03,R0C-M1-N15,R1C-M1-N15,R1C-M1-N06,R1E-M1-N06,R1C-M1-N05,R1D-M1-N05
R1C-M1-N08,R14-M1-N12,R1C-M1-N12,R1C-M1-N00,R2C-M1-N00,R18-M1-N09,R1C-M1-N09,R1C-M0-N10,R1C-M1-N10
R1C-M1-N09,R14-M1-N13,R1C-M1-N13,R1C-M1-N01,R2C-M1-N01,R1C-M1-N08,R1E-M1-N08,R1C-M0-N11,R1C-M1-N11
R1C-M1-N10,R14-M1-N14,R1C-M1-N14,R1C-M1-N02,R2C-M1-N02,R18-M1-N11,R1C-M1-N11,R1C-M1-N08,R1D-M1-N08
R1C-M1-N11,R14-M1-N15,R1C-M1-N15,R1C-M1-N03,R2C-M1-N03,R1C-M1-N10,R1E-M1-N10,R1C-M1-N09,R1D-M1-N09
R1C-M1-N12,R1C-M1-N08,R14-M1-N08,R1C-M1-N04,R2C-M1-N04,R18-M1-N13,R1C-M1-N13,R1C-M0-N14,R1C-M1-N14
R1C-M1-N13,R1C-M1-N09,R14-M1-N09,R1C-M1-N05,R2C-M1-N05,R1C-M1-N12,R1E-M1-N12,R1C-M0-N15,R1C-M1-N15
R1C-M1-N14,R1C-M1-N10,R14-M1-N10,R1C-M1-N06,R2C-M1-N06,R18-M1-N15,R1C-M1-N15,R1C-M1-N12,R1D-M1-N12
R1C-M1-N15,R1C-M1-N11,R14-M1-N11,R1C-M1-N07,R2C-M1-N07,R1C-M1-N14,R1E-M1-N14,R1C-M1-N13,R1D-M1-N13
R1D-M0-N00,R15-M0-N04,R1D-M0-N04,R0D-M0-N08,R1D-M0-N08,R19-M0-N01,R1D-M0-N01,R1D-M1-N02,R1D-M0-N02
R1D-M0-N01,R15-M0-N05,R1D-M0-N05,R0D-M0-N09,R1D-M0-N09,R1D-M0-N00,R1F-M0-N00,R1D-M1-N03,R1D-M0-N03
R1D-M0-N02,R15-M0-N06,R1D-M0-N06,R0D-M0-N10,R1D-M0-N10,R19-M0-N03,R1D-M0-N03,R1D-M0-N00,R1C-M0-N00
R1D-M0-N03,R15-M0-N07,R1D-M0-N07,R0D-M0-N11,R1D-M0-N11,R1D-M0-N02,R1F-M0-N02,R1D-M0-N01,R1C-M0-N01
R1D-M0-N04,R1D-M0-N00,R15-M0-N00,R0D-M0-N12,R1D-M0-N12,R19-M0-N05,R1D-M0-N05,R1D-M1-N06,R1D-M0-N06
R1D-M0-N05,R1D-M0-N01,R15-M0-N01,R0D-M0-N13,R1D-M0-N13,R1D-M0-N04,R1F-M0-N04,R1D-M1-N07,R1D-M0-N07
R1D-M0-N06,R1D-M0-N02,R15-M0-N02,R0D-M0-N14,R1D-M0-N14,R19-M0-N07,R1D-M0-N07,R1D-M0-N04,R1C-M0-N04
R1D-M0-N07,R1D-M0-N03,R15-M0-N03,R0D-M0-N15,R1D-M0-N15,R1D-M0-N06,R1F-M0-N06,R1D-M0-N05,R1C-M0-N05
R1D-M0-N08,R15-M0-N12,R1D-M0-N12,R1D-M0-N00,R2D-M0-N00,R19-M0-N09,R1D-M0-N09,R1D-M1-N10,R1D-M0-N10
R1D-M0-N09,R15-M0-N13,R1D-M0-N13,R1D-M0-N01,R2D-M0-N01,R1D-M0-N08,R1F-M0-N08,R1D-M1-N11,R1D-M0-N11
R1D-M0-N10,R15-M0-N14,R1D-M0-N14,R1D-M0-N02,R2D-M0-N02,R19-M0-N11,R1D-M0-N11,R1D-M0-N08,R1C-M0-N08
R1D-M0-N11,R15-M0-N15,R1D-M0-N15,R1D-M0-N03,R2D-M0-N03,R1D-M0-N10,R1F-M0-N10,R1D-M0-N09,R1C-M0-N09
R1D-M0-N12,R1D-M0-N08,R15-M0-N08,R1D-M0-N04,R2D-M0-N04,R19-M0-N13,R1D-M0-N13,R1D-M1-N14,R1D-M0-N14
R1D-M0-N13,R1D-M0-N09,R15-M0-N09,R1D-M0-N05,R2D-M0-N05,R1D-M0-N12,R1F-M0-N12,R1D-M1-N15,R1D-M0-N15
R1D-M0-N14,R1D-M0-N10,R15-M0-N10,R1D-M0-N06,R2D-M0-N06,R19-M0-N15,R1D-M0-N15,R1D-M0-N12,R1C-M0-N12
R1D-M0-N15,R1D-M0-N11,R15-M0-N11,R1D-M0-N07,R2D-M0-N07,R1D-M0-N14,R1F-M0-N14,R1D-M0-N13,R1C-M0-N13
R1D-M1-N00,R15-M1-N04,R1D-M1-N04,R0D-M1-N08,R1D-M1-N08,R19-M1-N01,R1D-M1-N01,R1C-M1-N02,R1D-M1-N02
R1D-M1-N01,R15-M1-N05,R1D-M1-N05,R0D-M1-N09,R1D-M1-N09,R1D-M1-N00,R1F-M1-N00,R1C-M1-N03,R1D-M1-N03
R1D-M1-N02,R15-M1-N06,R1D-M1-N06,R0D-M1-N10,R1D-M1-N10,R19-M1-N03,R1D-M1-N03,R1D-M1-N00,R1D-M0-N00
R1D-M1-N03,R15-M1-N07,R1D-M1-N07,R0D-M1-N11,R1D-M1-N11,R1D-M1-N02,R1F-M1-N02,R1D-M1-N01,R1D-M0-N01
R1D-M1-N04,R1D-M1-N00,R15-M1-N00,R0D-M1-N12,R1D-M1-N12,R19-M1-N05,R1D-M1-N05,R1C-M1-N06,R1D-M1-N06
R1D-M1-N05,R1D-M1-N01,R15-M1-N01,R0D-M1-N13,R1D-M1-N13,R1D-M1-N04,R1F-M1-N04,R1C-M1-N07,R1D-M1-N07
R1D-M1-N06,R1D-M1-N02,R15-M1-N02,R0D-M1-N14,R1D-M1-N14,R19-M1-N07,R1D-M1-N07,R1D-M1-N04,R1D-M0-N04
R1D-M1-N07,R1D-M1-N03,R15-M1-N03,R0D-M1-N15,R1D-M1-N15,R1D-M1-N06,R1F-M1-N06,R1D-M1-N05,R1D-M0-N05
R1D-M1-N08,R15-M1-N12,R1D-M1-N12,R1D-M1-N00,R2D-M1-N00,R19-M1-N09,R1D-M1-N09,R1C-M1-N10,R1D-M1-N10
R1D-M1-N09,R15-M1-N13,R1D-M1-N13,R1D-M1-N01,R2D-M1-N01,R1D-M1-N08,R1F-M1-N08,R1C-M1-N11,R1D-M1-N11
R1D-M1-N10,R15-M1-N14,R1D-M1-N14,R1D-M1-N02,R2D-M1-N02,R19-M1-N11,R1D-M1-N11,R1D-M1-N08,R1D-M0-N08
R1D-M1-N11,R15-M1-N15,R1D-M1-N15,R1D-M1-N03,R2D-M1-N03,R1D-M1-N10,R1F-M1-N10,R1D-M1-N09,R1D-M0-N09
R1D-M1-N12,R1D-M1-N08,R15-M1-N08,R1D-M1-N04,R2D-M1-N04,R19-M1-N13,R1D-M1-N13,R1C-M1-N14,R1D-M1-N14
R1D-M1-N13,R1D-M1-N09,R15-M1-N09,R1D-M1-N05,R2D-M1-N05,R1D-M1-N12,R1F-M1-N12,R1C-M1-N15,R1D-M1-N15
R1D-M1-N14,R1D-M1-N10,R15-M1-N10,R1D-M1-N06,R2D-M1-N06,R19-M1-N15,R1D-M1-N15,R1D-M1-N12,R1D-M0-N12
R1D-M1-N15,R1D-M1-N11,R15-M1-N11,R1D-M1-N07,R2D-M1-N07,R1D-M1-N14,R1F-M1-N14,R1D-M1-N13,R1D-M0-N13
R1E-M0-N00,R16-M0-N04,R1E-M0-N04,R0E-M0-N08,R1E-M0-N08,R1C-M0-N01,R1E-M0-N01,R1F-M0-N02,R1E-M0-N02
R1E-M0-N01,R16-M0-N05,R1E-M0-N05,R0E-M0-N09,R1E-M0-N09,R1E-M0-N00,R1A-M0-N00,R1F-M0-N03,R1E-M0-N03
R1E-M0-N02,R16-M0-N06,R1E-M0-N06,R0E-M0-N10,R1E-M0-N10,R1C-M0-N03,R1E-M0-N03,R1E-M0-N00,R1E-M1-N00
R1E-M0-N03,R16-M0-N07,R1E-M0-N07,R0E-M0-N11,R1E-M0-N11,R1E-M0-N02,R1A-M0-N02,R1E-M0-N01,R1E-M1-N01
R1E-M0-N04,R1E-M0-N00,R16-M0-N00,R0E-M0-N12,R1E-M0-N12,R1C-M0-N05,R1E-M0-N05,R1F-M0-N06,R1E-M0-N06
R1E-M0-N05,R1E-M0-N01,R16-M0-N01,R0E-M0-N13,R1E-M0-N13,R1E-M0-N04,R1A-M0-N04,R1F-M0-N07,R1E-M0-N07
R1E-M0-N06,R1E-M0-N02,R16-M0-N02,R0E-M0-N14,R1E-M0-N14,R1C-M0-N07,R1E-M0-N07,R1E-M0-N04,R1E-M1-N04
R1E-M0-N07,R1E-M0-N03,R16-M0-N03,R0E-M0-N15,R1E-M0-N15,R1E-M0-N06,R1A-M0-N06,R1E-M0-N05,R1E-M1-N05
R1E-M0-N08,R16-M0-N12,R1E-M0-N12,R1E-M0-N00,R2E-M0-N00,R1C-M0-N09,R1E-M0-N09,R1F-M0-N10,R1E-M0-N10
R1E-M0-N09,R16-M0-N13,R1E-M0-N13,R1E-M0-N01,R2E-M0-N01,R1E-M0-N08,R1A-M0-N08,R1F-M0-N11,R1E-M0-N11
R1E-M0-N10,R16-M0-N14,R1E-M0-N14,R1E-M0-N02,R2E-M0-N02,R1C-M0-N11,R1E-M0-N11,R1E-M0-N08,R1E-M1-N08
R1E-M0-N11,R16-M0-N15,R1E-M0-N15,R1E-M0-N03,R2E-M0-N03,R1E-M0-N10,R1A-M0-N10,R1E-M0-N09,R1E-M1-N09
R1E-M0-N12,R1E-M0-N08,R16-M0-N08,R1E-M0-N04,R2E-M0-N04,R1C-M0-N13,R1E-M0-N13,R1F-M0-N14,R1E-M0-N14
R1E-M0-N13,R1E-M0-N09,R16-M0-N09,R1E-M0-N05,R2E-M0-N05,R1E-M0-N12,R1A-M0-N12,R1F-M0-N15,R1E-M0-N15
R1E-M0-N14,R1E-M0-N10,R16-M0-N10,R1E-M0-N06,R2E-M0-N06,R1C-M0-N15,R1E-M0-N15,R1E-M0-N12,R1E-M1-N12
R1E-M0-N15,R1E-M0-N11,R16-M0-N11,R1E-M0-N07,R2E-M0-N07,R1E-M0-N14,R1A-M0-N14,R1E-M0-N13,R1E-M1-N13
R1E-M1-N00,R16-M1-N04,R1E-M1-N04,R0E-M1-N08,R1E-M1-N08,R1C-M1-N01,R1E-M1-N01,R1E-M0-N02,R1E-M1-N02
R1E-M1-N01,R16-M1-N05,R1E-M1-N05,R0E-M1-N09,R1E-M1-N09,R1E-M1-N00,R1A-M1-N00,R1E-M0-N03,R1E-M1-N03
R1E-M1-N02,R16-M1-N06,R1E-M1-N06,R0E-M1-N10,R1E-M1-N10,R1C-M1-N03,R1E-M1-N03,R1E-M1-N00,R1F-M1-N00
R1E-M1-N03,R16-M1-N07,R1E-M1-N07,R0E-M1-N11,R1E-M1-N11,R1E-M1-N02,R1A-M1-N02,R1E-M1-N01,R1F-M1-N01
R1E-M1-N04,R1E-M1-N00,R16-M1-N00,R0E-M1-N12,R1E-M1-N12,R1C-M1-N05,R1E-M1-N05,R1E-M0-N06,R1E-M1-N06
R1E-M1-N05,R1E-M1-N01,R16-M1-N01,R0E-M1-N13,R1E-M1-N13,R1E-M1-N04,R1A-M1-N04,R1E-M0-N07,R1E-M1-N07
R1E-M1-N06,R1E-M1-N02,R16-M1-N02,R0E-M1-N14,R1E-M1-N14,R1C-M1-N07,R1E-M1-N07,R1E-M1-N04,R1F-M1-N04
R1E-M1-N07,R1E-M1-N03,R16-M1-N03,R0E-M1-N15,R1E-M1-N15,R1E-M1-N06,R1A-M1-N06,R1E-M1-N05,R1F-M1-N05
R1E-M1-N08,R16-M1-N12,R1E-M1-N12,R1E-M1-N00,R2E-M1-N00,R1C-M1-N09,R1E-M1-N09,R1E-M0-N10,R1E-M1-N10
R1E-M1-N09,R16-M1-N13,R1E-M1-N13,R1E-M1-N01,R2E-M1-N01,R1E-M1-N08,R1A-M1-N08,R1E-M0-N11,R1E-M1-N11
R1E-M1-N10,R16-M1-N14,R1E-M1-N14,R1E-M1-N02,R2E-M1-N02,R1C-M1-N11,R1E-M1-N11,R1E-M1-N08,R1F-M1-N08
R1E-M1-N11,R16-M1-N15,R1E-M1-N15,R1E-M1-N03,R2E-M1-N03,R1E-M1-N10,R1A-M1-N10,R1E-M1-N09,R1F-M1-N09
R1E-M1-N12,R1E-M1-N08,R16-M1-N08,R1E-M1-N04,R2E-M1-N04,R1C-M1-N13,R1E-M1-N13,R1E-M0-N14,R1E-M1-N14
R1E-M1-N13,R1E-M1-N09,R16-M1-N09,R1E-M1-N05,R2E-M1-N05,R1E-M1-N12,R1A-M1-N12,R1E-M0-N15,R1E-M1-N15
R1E-M1-N14,R1E-M1-N10,R16-M1-N10,R1E-M1-N06,R2E-M1-N06,R1C-M1-N15,R1E-M1-N15,R1E-M1-N12,R1F-M1-N12
R1E-M1-N15,R1E-M1-N11,R16-M1-N11,R1E-M1-N07,R2E-M1-N07,R1E-M1-N14,R1A-M1-N14,R1E-M1-N13,R1F-M1-N13
